"Year","Ceremony","Award","Winner","Recipient","Song","Film","IMDBid.x","IMDBid.y","ItemYear","ItemRuntime"
"1945",18,"Music (Song)",1,"Music by Richard Rodgers; Lyrics by Oscar Hammerstein II",NA,"State Fair",NA,"tt0038116","1945","100 min"
"1945",18,"Sound Recording",1,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",NA,"The Bells of St. Mary's",NA,"tt0037536","1945","126 min"
"1945",18,"Writing (Original Motion Picture Story)",1,"Charles G. Booth",NA,"The House on 92nd Street",NA,"tt0037795","1945","88 min"
"1945",18,"Actor",1,"Ray Milland",NA,"The Lost Weekend",NA,"tt0037884","1945","101 min"
"1945",18,"Best Motion Picture",1,"Paramount",NA,"The Lost Weekend",NA,"tt0037884","1945","101 min"
"1945",18,"Directing",1,"Billy Wilder",NA,"The Lost Weekend",NA,"tt0037884","1945","101 min"
"1945",18,"Writing (Screenplay)",1,"Charles Brackett, Billy Wilder",NA,"The Lost Weekend",NA,"tt0037884","1945","101 min"
"1945",18,"Cinematography (Black and White)",1,"Harry Stradling",NA,"The Picture of Dorian Gray",NA,"tt0037988","1945","110 min"
"1945",18,"Documentary (Feature)",1,"The Governments of Great Britain and the United States of America",NA,"The True Glory",NA,"tt0038192","1945","87 min"
"1945",18,"Special Effects",1,"Photographic Effects by John Fulton; Sound Effects by Arthur W. Johns",NA,"Wonder Man",NA,"tt0038260","1945","98 min"
"1946",19,"Short Subject (Two Reel)",1,"Gordon Hollingshead, Producer",NA,"A Boy and His Dog",NA,"tt0038379","1946","21 min"
"1946",19,"Art Direction (Black and White)",1,"Art Direction: Lyle Wheeler, William Darling; Interior Decoration: Thomas Little, Frank E. Hughes",NA,"Anna and the King of Siam",NA,"tt0038303","1946","128 min"
"1946",19,"Cinematography (Black and White)",1,"Arthur Miller",NA,"Anna and the King of Siam",NA,"tt0038303","1946","128 min"
"1946",19,"Special Effects",1,"Special Visual Effects by Thomas Howard",NA,"Blithe Spirit",NA,"tt0038363","1945","96 min"
"1946",19,"Short Subject (One Reel)",1,"Gordon Hollingshead, Producer",NA,"Facing Your Danger",NA,"tt0038515","1946","10 min"
"1946",19,"Special Award",1,"Laurence Olivier",NA,"Henry V",NA,"tt0097499","1989","137 min"
"1946",19,"Documentary (Short Subject)",1,"United States Department of War",NA,"Seeds of Destiny",NA,"tt0038919","1946","20 min"
"1946",19,"Short Subject (Cartoon)",1,"Frederick Quimby, Producer",NA,"The Cat Concerto",NA,"tt0039251","1947","8 min"
"1946",19,"Music (Song)",1,"Music by Harry Warren; Lyrics by Johnny Mercer","""On The Atchison, Topeka And The Santa Fe""","The Harvey Girls",NA,"tt0038589","1946","102 min"
"1946",19,"Music (Scoring of a Musical Picture)",1,"Morris Stoloff",NA,"The Jolson Story",NA,"tt0038661","1946","128 min"
"1946",19,"Sound Recording",1,"Columbia Studio Sound Department, John Livadary, Sound Director",NA,"The Jolson Story",NA,"tt0038661","1946","128 min"
"1946",19,"Actress in a Supporting Role",1,"Anne Baxter",NA,"The Razor's Edge",NA,"tt0038873","1946","145 min"
"1946",19,"Writing (Original Screenplay)",1,"Muriel Box, Sydney Box",NA,"The Seventh Veil",NA,"tt0038924","1945","94 min"
"1946",19,"Art Direction (Color)",1,"Art Direction: Cedric Gibbons, Paul Groesse; Interior Decoration: Edwin B. Willis",NA,"The Yearling",NA,"tt0039111","1946","128 min"
"1946",19,"Cinematography (Color)",1,"Charles Rosher, Leonard Smith, Arthur Arling",NA,"The Yearling",NA,"tt0039111","1946","128 min"
"1946",19,"Actress",1,"Olivia de Havilland",NA,"To Each His Own",NA,"tt0039040","1946","122 min"
"1946",19,"Writing (Original Motion Picture Story)",1,"Clemence Dane",NA,"Vacation from Marriage",NA,"tt0037980","1945","102 min"
"1947",20,"Actor",1,"Ronald Colman",NA,"A Double Life",NA,"tt0039335","1947","104 min"
"1947",20,"Music (Music Score of a Dramatic or Comedy Picture)",1,"Dr. Miklos Rozsa",NA,"A Double Life",NA,"tt0039335","1947","104 min"
"1947",20,"Art Direction (Color)",1,"Art Direction: Alfred Junge; Set Decoration: Alfred Junge",NA,"Black Narcissus",NA,"tt0039192","1947","101 min"
"1947",20,"Cinematography (Color)",1,"Jack Cardiff",NA,"Black Narcissus",NA,"tt0039192","1947","101 min"
"1947",20,"Film Editing",1,"Francis Lyon, Robert Parrish",NA,"Body and Soul",NA,"tt0039204","1947","104 min"
"1947",20,"Short Subject (Two Reel)",1,"Irving Allen, Producer",NA,"Climbing the Matterhorn",NA,"tt0039267","1947","21 min"
"1947",20,"Documentary (Feature)",1,"Sid Rogell, Executive Producer; Theron Warth and Richard O. Fleischer, Producers",NA,"Design for Death",NA,"tt0040285","1947","48 min"
"1947",20,"Documentary (Short Subject)",1,"United Nations Division of Films and Visual Information",NA,"First Steps",NA,"tt0039384","1947","10 min"
"1947",20,"Actress in a Supporting Role",1,"Celeste Holm",NA,"Gentleman's Agreement",NA,"tt0039416","1947","118 min"
"1947",20,"Best Motion Picture",1,"20th Century-Fox",NA,"Gentleman's Agreement",NA,"tt0039416","1947","118 min"
"1947",20,"Directing",1,"Elia Kazan",NA,"Gentleman's Agreement",NA,"tt0039416","1947","118 min"
"1947",20,"Short Subject (One Reel)",1,"Herbert Moulton, Producer",NA,"Good-bye Miss Turlock",NA,NA,NA,NA
"1947",20,"Art Direction (Black and White)",1,"Art Direction: John Bryan; Set Decoration: Wilfred Shingleton",NA,"Great Expectations",NA,"tt0038574","1946","118 min"
"1947",20,"Cinematography (Black and White)",1,"Guy Green",NA,"Great Expectations",NA,"tt0038574","1946","118 min"
"1947",20,"Special Effects",1,"Special Visual Effects by A. Arnold Gillespie, Warren Newcombe; Special Audible Effects by Douglas Shearer, Michael Steinore",NA,"Green Dolphin Street",NA,"tt0039437","1947","141 min"
"1947",20,"Actor in a Supporting Role",1,"Edmund Gwenn",NA,"Miracle on 34th Street",NA,"tt0039628","1947","96 min"
"1947",20,"Writing (Motion Picture Story)",1,"Valentine Davies",NA,"Miracle on 34th Street",NA,"tt0039628","1947","96 min"
"1947",20,"Writing (Screenplay)",1,"George Seaton",NA,"Miracle on 34th Street",NA,"tt0039628","1947","96 min"
"1947",20,"Music (Scoring of a Musical Picture)",1,"Alfred Newman",NA,"Mother Wore Tights",NA,"tt0039634","1947","107 min"
"1947",20,"Music (Song)",1,"Music by Allie Wrubel; Lyrics by Ray Gilbert","""Zip-A-Dee-Doo-Dah""","Song of the South",NA,"tt0038969","1946","94 min"
"1947",20,"Special Award",1,"James Baskett",NA,"Song of the South",NA,"tt0038969","1946","94 min"
"1947",20,"Writing (Original Screenplay)",1,"Sidney Sheldon",NA,"The Bachelor and the Bobby-Soxer",NA,"tt0039169","1947","95 min"
"1947",20,"Sound Recording",1,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",NA,"The Bishop's Wife",NA,"tt0039190","1947","109 min"
"1947",20,"Actress",1,"Loretta Young",NA,"The Farmer's Daughter",NA,"tt0039370","1947","97 min"
"1947",20,"Short Subject (Cartoon)",1,"Edward Selzer, Producer",NA,"Tweetie Pie",NA,"tt0039923","1947","7 min"
"1948",21,"Music (Scoring of a Musical Picture)",1,"Johnny Green, Roger Edens",NA,"Easter Parade",NA,"tt0040308","1948","103 min"
"1948",21,"Actor",1,"Laurence Olivier",NA,"Hamlet",NA,"tt0040416","1948","154 min"
"1948",21,"Art Direction (Black and White)",1,"Art Direction: Roger K. Furse; Set Decoration: Carmen Dillon",NA,"Hamlet",NA,"tt0040416","1948","154 min"
"1948",21,"Best Motion Picture",1,"J. Arthur Rank-Two Cities Films",NA,"Hamlet",NA,"tt0040416","1948","154 min"
"1948",21,"Costume Design (Black and White)",1,"Roger K. Furse",NA,"Hamlet",NA,"tt0040416","1948","154 min"
"1948",21,"Cinematography (Color)",1,"Joseph Valentine, William V. Skall, Winton Hoch",NA,"Joan of Arc",NA,"tt0040491","1948","145 min"
"1948",21,"Costume Design (Color)",1,"Dorothy Jeakins, Karinska",NA,"Joan of Arc",NA,"tt0040491","1948","145 min"
"1948",21,"Special Award",1,"Walter Wanger",NA,"Joan of Arc",NA,"tt0040491","1948","145 min"
"1948",21,"Actress",1,"Jane Wyman",NA,"Johnny Belinda",NA,"tt0040495","1948","102 min"
"1948",21,"Actress in a Supporting Role",1,"Claire Trevor",NA,"Key Largo",NA,"tt0040506","1948","100 min"
"1948",21,"Special Foreign Language Film Award",1,NA,NA,"Monsieur Vincent",NA,NA,NA,NA
"1948",21,"Special Effects",1,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",NA,"Portrait of Jennie",NA,"tt0040705","1948","86 min"
"1948",21,"Short Subject (Two Reel)",1,"Walt Disney, Producer",NA,"Seal Island",NA,"tt0040763","1948","27 min"
"1948",21,"Short Subject (One Reel)",1,"Edmund H. Reek, Producer",NA,"Symphony of a City",NA,NA,NA,NA
"1948",21,"Short Subject (Cartoon)",1,"Fred Quimby, Producer",NA,"The Little Orphan",NA,"tt0041592","1948","8 min"
"1948",21,"Cinematography (Black and White)",1,"William Daniels",NA,"The Naked City",NA,"tt0040636","1948","96 min"
"1948",21,"Film Editing",1,"Paul Weatherwax",NA,"The Naked City",NA,"tt0040636","1948","96 min"
"1948",21,"Music (Song)",1,"Music and Lyrics by Jay Livingston and Ray Evans","""Buttons And Bows""","The Paleface",NA,"tt0040679","1948","91 min"
"1948",21,"Art Direction (Color)",1,"Art Direction: Hein Heckroth; Set Decoration: Arthur Lawson",NA,"The Red Shoes",NA,"tt0040725","1948","135 min"
"1948",21,"Music (Music Score of a Dramatic or Comedy Picture)",1,"Brian Easdale",NA,"The Red Shoes",NA,"tt0040725","1948","135 min"
"1948",21,"Special Award",1,"Ivan Jandl",NA,"The Search",NA,"tt0040765","1948","104 min"
"1948",21,"Writing (Motion Picture Story)",1,"Richard Schweizer, David Wechsler",NA,"The Search",NA,"tt0040765","1948","104 min"
"1948",21,"Documentary (Feature)",1,"Orville O. Dull, Producer",NA,"The Secret Land",NA,"tt0040767","1948","71 min"
"1948",21,"Sound Recording",1,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",NA,"The Snake Pit",NA,"tt0040806","1948","108 min"
"1948",21,"Actor in a Supporting Role",1,"Walter Huston",NA,"The Treasure of the Sierra Madre",NA,"tt0040897","1948","126 min"
"1948",21,"Directing",1,"John Huston",NA,"The Treasure of the Sierra Madre",NA,"tt0040897","1948","126 min"
"1948",21,"Writing (Screenplay)",1,"John Huston",NA,"The Treasure of the Sierra Madre",NA,"tt0040897","1948","126 min"
"1948",21,"Documentary (Short Subject)",1,"United States Army",NA,"Toward Independence",NA,"tt0040893","1948","30 min"
"1949",22,"Documentary (Short Subject)",1,"Richard de Rochemont, Producer",NA,"A Chance to Live",NA,"tt0041240","1949","18 min"
"1949",22,"Directing",1,"Joseph L. Mankiewicz",NA,"A Letter to Three Wives",NA,"tt0041587","1949","103 min"
"1949",22,"Writing (Screenplay)",1,"Joseph L. Mankiewicz",NA,"A Letter to Three Wives",NA,"tt0041587","1949","103 min"
"1949",22,"Actor",1,"Broderick Crawford",NA,"All the King's Men",NA,"tt0041113","1949","110 min"
"1949",22,"Actress in a Supporting Role",1,"Mercedes McCambridge",NA,"All the King's Men",NA,"tt0041113","1949","110 min"
"1949",22,"Best Motion Picture",1,"Robert Rossen Productions",NA,"All the King's Men",NA,"tt0041113","1949","110 min"
"1949",22,"Short Subject (One Reel)",1,"Jack Eaton, Producer",NA,"Aquatic House-Party",NA,NA,NA,NA
"1949",22,"Cinematography (Black and White)",1,"Paul C. Vogel",NA,"Battleground",NA,"tt0041163","1949","118 min"
"1949",22,"Writing (Story and Screenplay)",1,"Robert Pirosh",NA,"Battleground",NA,"tt0041163","1949","118 min"
"1949",22,"Film Editing",1,"Harry Gerstad",NA,"Champion",NA,"tt0041239","1949","99 min"
"1949",22,"Documentary (Feature)",1,"Crown Film Unit",NA,"Daybreak in Udi",NA,"tt0041283","1949","47 min"
"1949",22,"Short Subject (Cartoon)",1,"Edward Selzer, Producer",NA,"For Scent-Imental Reasons",NA,NA,NA,NA
"1949",22,"Art Direction (Color)",1,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore",NA,"Little Women",NA,"tt3281548","2019","135 min"
"1949",22,"Art Direction (Color)",1,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore",NA,"Little Women",NA,"tt0041594","1949","122 min"
"1949",22,"Art Direction (Color)",1,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore",NA,"Little Women",NA,"tt0024264","1933","115 min"
"1949",22,"Special Effects",1,"ARKO Productions",NA,"Mighty Joe Young",NA,"tt0041650","1949","94 min"
"1949",22,"Music (Song)",1,"Music and Lyrics by Frank Loesser","""Baby, It's Cold Outside""","Neptune's Daughter",NA,"tt0041687","1949","95 min"
"1949",22,"Music (Scoring of a Musical Picture)",1,"Roger Edens, Lennie Hayton",NA,"On the Town",NA,"tt0041716","1949","98 min"
"1949",22,"Cinematography (Color)",1,"Winton Hoch",NA,"She Wore a Yellow Ribbon",NA,"tt0041866","1949","104 min"
"1949",22,"Documentary (Short Subject)",1,"Edward Selzer, Producer",NA,"So Much for So Little",NA,"tt0041891","1949","10 min"
"1949",22,"Costume Design (Color)",1,"Leah Rhodes, Travilla, Marjorie Best",NA,"The Adventures of Don Juan",NA,NA,NA,NA
"1949",22,"Special Foreign Language Film Award",1,NA,NA,"The Bicycle Thief",NA,NA,NA,NA
"1949",22,"Actress",1,"Olivia de Havilland",NA,"The Heiress",NA,"tt0041452","1949","115 min"
"1949",22,"Art Direction (Black and White)",1,"Art Direction: Harry Horner, John Meehan; Set Decoration: Emile Kuri",NA,"The Heiress",NA,"tt0041452","1949","115 min"
"1949",22,"Costume Design (Black and White)",1,"Edith Head, Gile Steele",NA,"The Heiress",NA,"tt0041452","1949","115 min"
"1949",22,"Music (Music Score of a Dramatic or Comedy Picture)",1,"Aaron Copland",NA,"The Heiress",NA,"tt0041452","1949","115 min"
"1949",22,"Writing (Motion Picture Story)",1,"Douglas Morrow",NA,"The Stratton Story",NA,"tt0041928","1949","106 min"
"1949",22,"Actor in a Supporting Role",1,"Dean Jagger",NA,"Twelve O'Clock High",NA,"tt0041996","1949","132 min"
"1949",22,"Sound Recording",1,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",NA,"Twelve O'Clock High",NA,"tt0041996","1949","132 min"
"1949",22,"Short Subject (Two Reel)",1,"Gaston Diehl and Robert Haessens, Producers",NA,"Van Gogh",NA,"tt0040930","1948","20 min"
"1950",23,"Music (Scoring of a Musical Picture)",1,"Adolph Deutsch, Roger Edens",NA,"Annie Get Your Gun",NA,"tt0042200","1950","107 min"
"1950",23,"Actress",1,"Judy Holliday",NA,"Born Yesterday",NA,"tt0042276","1950","103 min"
"1950",23,"Music (Song)",1,"Music and Lyrics by Ray Evans and Jay Livingston","""Mona Lisa""","Captain Carey, U.S.A.",NA,"tt0042310","1949","82 min"
"1950",23,"Actor",1,"José Ferrer",NA,"Cyrano de Bergerac",NA,"tt0099334","1990","137 min"
"1950",23,"Actor",1,"José Ferrer",NA,"Cyrano de Bergerac",NA,"tt0042367","1950","113 min"
"1950",23,"Special Effects",1,"George Pal Productions",NA,"Destination Moon",NA,"tt0042393","1950","92 min"
"1950",23,"Short Subject (Cartoon)",1,"Stephen Bosustow, Producer",NA,"Gerald McBoing-Boing",NA,"tt0043581","1950","8 min"
"1950",23,"Short Subject (One Reel)",1,"Gordon Hollingshead, Producer",NA,"Grandad of Races",NA,"tt0042518","1950","9 min"
"1950",23,"Actress in a Supporting Role",1,"Josephine Hull",NA,"Harvey",NA,"tt0042546","1950","104 min"
"1950",23,"Short Subject (Two Reel)",1,"Walt Disney, Producer",NA,"In Beaver Valley",NA,NA,NA,NA
"1950",23,"Cinematography (Color)",1,"Robert Surtees",NA,"King Solomon's Mines",NA,"tt0042646","1950","103 min"
"1950",23,"Film Editing",1,"Ralph E. Winters, Conrad A. Nervig",NA,"King Solomon's Mines",NA,"tt0042646","1950","103 min"
"1950",23,"Honorary Foreign Language Film Award",1,NA,NA,"The Walls of Malapaga",NA,NA,NA,NA
"1950",23,"Writing (Motion Picture Story)",1,"Edna Anhalt, Edward Anhalt",NA,"Panic in the Streets",NA,"tt0042832","1950","96 min"
"1950",23,"Art Direction (Color)",1,"Art Direction: Hans Dreier, Walter Tyler; Set Decoration: Sam Comer, Ray Moyer",NA,"Samson and Delilah",NA,"tt0041838","1949","134 min"
"1950",23,"Costume Design (Color)",1,"Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling",NA,"Samson and Delilah",NA,"tt0041838","1949","134 min"
"1950",23,"Art Direction (Black and White)",1,"Art Direction: Hans Dreier, John Meehan; Set Decoration: Sam Comer, Ray Moyer",NA,"Sunset Blvd.",NA,"tt0043014","1950","110 min"
"1950",23,"Music (Music Score of a Dramatic or Comedy Picture)",1,"Franz Waxman",NA,"Sunset Blvd.",NA,"tt0043014","1950","110 min"
"1950",23,"Writing (Story and Screenplay)",1,"Charles Brackett, Billy Wilder, D. M. Marshman, Jr.",NA,"Sunset Blvd.",NA,"tt0043014","1950","110 min"
"1950",23,"Cinematography (Black and White)",1,"Robert Krasker",NA,"The Third Man",NA,"tt0041959","1949","93 min"
"1950",23,"Documentary (Feature)",1,"Robert Snyder, Producer",NA,"The Titan: Story of Michelangelo",NA,"tt0043050","1950","70 min"
"1950",23,"Documentary (Short Subject)",1,"Edmund Reek, Producer",NA,"Why Korea?",NA,"tt0043135","1951","30 min"
"1951",24,"Actor in a Supporting Role",1,"Karl Malden",NA,"A Streetcar Named Desire",NA,"tt0044081","1951","122 min"
"1951",24,"Actress",1,"Vivien Leigh",NA,"A Streetcar Named Desire",NA,"tt0044081","1951","122 min"
"1951",24,"Actress in a Supporting Role",1,"Kim Hunter",NA,"A Streetcar Named Desire",NA,"tt0044081","1951","122 min"
"1951",24,"Art Direction (Black and White)",1,"Art Direction: Richard Day; Set Decoration: George James Hopkins",NA,"A Streetcar Named Desire",NA,"tt0044081","1951","122 min"
"1951",24,"Documentary (Short Subject)",1,"'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital'",NA,"Benjy",NA,"tt0043334","1951","31 min"
"1951",24,"Music (Song)",1,"Music by Hoagy Carmichael; Lyrics by Johnny Mercer","""In The Cool, Cool, Cool Of The Evening""","Here Comes the Groom",NA,"tt0043633","1951","113 min"
"1951",24,"Documentary (Feature)",1,"Olle Nordemar, Producer",NA,"Kon-Tiki",NA,"tt0042650","1950","77 min"
"1951",24,"Honorary Foreign Language Film Award",1,NA,NA,"Rashomon",NA,NA,NA,NA
"1951",24,"Short Subject (Two Reel)",1,"Walt Disney, Producer",NA,"Nature's Half Acre",NA,"tt0043839","1951","33 min"
"1951",24,"Writing (Motion Picture Story)",1,"Paul Dehn, James Bernard",NA,"Seven Days to Noon",NA,"tt0042949","1950","94 min"
"1951",24,"Actor",1,"Humphrey Bogart",NA,"The African Queen",NA,"tt0043265","1951","105 min"
"1951",24,"Sound Recording",1,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",NA,"The Great Caruso",NA,"tt0043599","1951","109 min"
"1951",24,"Short Subject (Cartoon)",1,"Fred Quimby, Producer",NA,"The Two Mouseketeers",NA,"tt0044157","1952","8 min"
"1951",24,"Special Effects",1,"Paramount",NA,"When Worlds Collide",NA,"tt0044207","1951","83 min"
"1951",24,"Short Subject (One Reel)",1,"Robert Youngson, Producer",NA,"World of Kids",NA,"tt0044218","1951","10 min"
"1952",25,"Sound Recording",1,"London Film Sound Department",NA,"Breaking the Sound Barrier",NA,NA,NA,NA
"1952",25,"Actress",1,"Shirley Booth",NA,"Come Back, Little Sheba",NA,"tt0044509","1952","99 min"
"1952",25,"Actor",1,"Gary Cooper",NA,"High Noon",NA,"tt0044706","1952","85 min"
"1952",25,"Film Editing",1,"Elmo Williams, Harry Gerstad",NA,"High Noon",NA,"tt0044706","1952","85 min"
"1952",25,"Music (Music Score of a Dramatic or Comedy Picture)",1,"Dimitri Tiomkin",NA,"High Noon",NA,"tt0044706","1952","85 min"
"1952",25,"Music (Song)",1,"Music by Dimitri Tiomkin; Lyrics by Ned Washington","""High Noon (Do Not Forsake Me, Oh My Darlin')""","High Noon",NA,"tt0044706","1952","85 min"
"1952",25,"Short Subject (Cartoon)",1,"Fred Quimby, Producer",NA,"Johann Mouse",NA,"tt0045937","1953","8 min"
"1952",25,"Short Subject (One Reel)",1,"Boris Vermont, Producer",NA,"Light in the Window: The Art of Vermeer",NA,NA,NA,NA
"1952",25,"Art Direction (Color)",1,"Art Direction: Paul Sheriff; Set Decoration: Marcel Vertes",NA,"Moulin Rouge",NA,"tt0044926","1952","119 min"
"1952",25,"Costume Design (Color)",1,"Marcel Vertes",NA,"Moulin Rouge",NA,"tt0044926","1952","119 min"
"1952",25,"Honorary Foreign Language Film Award",1,NA,NA,"Forbidden Games",NA,NA,NA,NA
"1952",25,"Documentary (Short Subject)",1,"Norman McLaren, Producer",NA,"Neighbours",NA,"tt0044958","1952","8 min"
"1952",25,"Special Effects",1,"Metro-Goldwyn-Mayer",NA,"Plymouth Adventure",NA,"tt0045039","1952","105 min"
"1952",25,"Best Motion Picture",1,"Cecil B. DeMille, Producer",NA,"The Greatest Show on Earth",NA,"tt0044672","1952","152 min"
"1952",25,"Writing (Motion Picture Story)",1,"Fredric M. Frank, Theodore St. John, Frank Cavett",NA,"The Greatest Show on Earth",NA,"tt0044672","1952","152 min"
"1952",25,"Writing (Story and Screenplay)",1,"T. E. B. Clarke",NA,"The Lavender Hill Mob",NA,"tt0044829","1951","78 min"
"1952",25,"Cinematography (Color)",1,"Winton C. Hoch, Archie Stout",NA,"The Quiet Man",NA,"tt0045061","1952","129 min"
